cv	end	hash	start	dataset	estimator	estimator	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results
9	2023-05-12 18:21:32.488767	878c2ebb70473b8a12bfe2a8721d315cb920e48b8a38930ddb2b83108fabd790	2023-05-12 18:21:04.856266	nuclear_receptors	y_reconstruction.estimators.nrlmf_regressor	nrlmf	1.0	0.8664021164021164	0.30344827586206896	0.8159720979205054	0.36203684313357243	1.0	0.49411743969511845	0.8364807495242278	0.43103448275862066	0.8108207961656237	0.4265998261587459	0.8881569316351925	0.06812204717163498	0.4215520162656726	0.057692307692307696	0.7024379432624113	-0.07319519226466041	0.47949847509318877	0.14002979778841848	0.782051282051282	0.2608695652173913	0.6884227675389473	0.2908872369413698	0.7094017094017093	27.284876108169556	0.05436396598815918
10	2023-05-12 18:21:32.488767	878c2ebb70473b8a12bfe2a8721d315cb920e48b8a38930ddb2b83108fabd790	2023-05-12 18:21:04.856266	nuclear_receptors	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9992078431372549	0.8993506493506493	0.39215686274509803	0.8578470218764621	0.44136741475237473	0.9999480519480519	0.29700913159623205	0.6518230723251643	0.24742268041237112	0.7805769746326887	0.1819117121776266	0.8071328949990038	0.13566166726804843	0.46783625730994155	0.09900990099009901	0.7183668276377885	-0.03542969408183922	0.5533625730994152	0.02	0.24675324675324675	0.0	0.6467727674624226	-0.11396057645963796	0.36363636363636365	27.320220470428467	0.048847198486328125
11	2023-05-12 18:21:32.488767	878c2ebb70473b8a12bfe2a8721d315cb920e48b8a38930ddb2b83108fabd790	2023-05-12 18:21:04.856266	nuclear_receptors	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9785669867449504	0.8953947368421052	0.43010752688172044	0.8500229213142787	0.4654617603245633	0.9983114035087719	0.3284494283595003	0.7592186929536326	0.22535211267605634	0.8499144602065021	0.24768614010280512	0.8565169769989047	0.06328301949224391	0.4075602509078904	0.026666666666666665	0.7827548692753116	-0.09526505753508804	0.3430174975239353	0.10946349459507354	0.513888888888889	0.11764705882352942	0.8325140792343502	0.02126697050295567	0.6111111111111112	27.045470237731934	0.04822850227355957
12	2023-05-12 18:21:32.488767	878c2ebb70473b8a12bfe2a8721d315cb920e48b8a38930ddb2b83108fabd790	2023-05-12 18:21:04.856266	nuclear_receptors	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9862369619115947	0.8834688346883468	0.4189189189189189	0.8332867683634555	0.45078343721874686	0.9988307544365767	0.33501660542913597	0.730817610062893	0.22448979591836737	0.8027652619489354	0.22761209849220837	0.7849056603773585	0.4032378357292705	0.7456521739130435	0.2153846153846154	0.8495366079703429	0.23358627257709258	0.8045652173913043	0.13992673992673993	0.5925925925925926	0.125	0.8799342105263159	0.09501857794816085	0.8518518518518519	27.165194511413574	0.08405399322509766
13	2023-05-12 18:21:32.488767	878c2ebb70473b8a12bfe2a8721d315cb920e48b8a38930ddb2b83108fabd790	2023-05-12 18:21:04.856266	nuclear_receptors	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9607131728207742	0.742	0.2053388090349076	0.6243565866158945	0.23532440241230698	0.9965866666666667	0.3689004471969893	0.733201581027668	0.2857142857142857	0.602329611089719	0.2788079273309064	0.8634167764602547	0.2936480531201028	0.5475168608215819	0.06557377049180328	0.6635978569466069	0.032011114216311885	0.657265481299816	0.35788188419767364	0.7564102564102564	0.24000000000000002	0.646682808716707	0.26444294267397256	0.9102564102564102	27.252495527267456	0.05611062049865723
14	2023-05-12 18:21:32.488767	878c2ebb70473b8a12bfe2a8721d315cb920e48b8a38930ddb2b83108fabd790	2023-05-12 18:21:04.856266	nuclear_receptors	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9997175141242938	0.8738501971090671	0.3806451612903226	0.8214627047555948	0.41923057609357717	0.9999777277890376	0.4095521672248745	0.7185491276400366	0.26	0.7847765567765568	0.23878447182097357	0.8349403122130394	0.6372474747474747	0.7362869198312236	0.19672131147540986	0.8610820173090858	0.21730142164492236	0.8640412564463197	0.06581085581085581	0.36486486486486486	0.0	0.7762237762237761	-0.13652592788242301	0.5439189189189189	27.372202157974243	0.04573965072631836
15	2023-05-12 18:21:32.488767	878c2ebb70473b8a12bfe2a8721d315cb920e48b8a38930ddb2b83108fabd790	2023-05-12 18:21:04.856266	nuclear_receptors	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9852581626938567	0.881578947368421	0.4	0.8315981070258465	0.436794544018364	0.9989144736842105	0.3018493877400746	0.7486080852093924	0.2736842105263158	0.8007725648964039	0.26821918987121735	0.8099733720648753	0.39787617147192034	0.7089798613403764	0.23880597014925373	0.8461157626501637	0.22591058217251017	0.7426543413667877	-0.0	0.9230769230769231	0.0	0.9600000000000001	0.0		26.344982624053955	0.06105947494506836
0	2023-05-12 18:25:51.399472	8afc231754e2a335e1c1fb5897bc541858b574e26fa429b1c2c9483cfb5421f0	2023-05-12 18:25:11.847862	gpcr	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9981426696593367	0.9394242476952513	0.34012316437707246	0.917491157358738	0.4243626767500739	0.9999341050472141	0.3377632171119922	0.8489454880997529	0.24929971988795518	0.9077368381629495	0.3140031360737301	0.8963749719191368	0.38419115484568733	0.8221619760736725	0.23743315508021393	0.8770143184574787	0.29082566885692007	0.8917673159862678	0.11468363283596189	0.7781544678940278	0.15615615615615616	0.8623506923666161	0.21003777203093377	0.8297709923664122	37.09340834617615	0.10066628456115723
1	2023-05-12 18:25:51.399472	8afc231754e2a335e1c1fb5897bc541858b574e26fa429b1c2c9483cfb5421f0	2023-05-12 18:25:11.847862	gpcr	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9930319374749105	0.942391304347826	0.3501716527709662	0.9211446768526417	0.43335059889222993	0.9992251857264645	0.3548899546321222	0.7946266100122656	0.20636942675159237	0.8936998724342224	0.25613680123814414	0.8290427351643997	0.29055641699094353	0.7979143357144907	0.22732240437158469	0.8777643000548248	0.2715175874600093	0.8610341299212975	0.10547339951643948	0.7871351594072744	0.15472779369627507	0.855684944510236	0.21287688783858605	0.8264481365065109	37.918662786483765	0.1036829948425293
2	2023-05-12 18:25:51.399472	8afc231754e2a335e1c1fb5897bc541858b574e26fa429b1c2c9483cfb5421f0	2023-05-12 18:25:11.847862	gpcr	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9986608450089036	0.9525115347784452	0.4041507373020208	0.9331061226351237	0.47874646360125883	0.9999515315785883	0.27737838106118773	0.8346219931271477	0.2349304482225657	0.9154017887175732	0.29732393321948203	0.9088165807560137	0.3647145030160162	0.8281704816786615	0.247787610619469	0.897257125519913	0.3023705954865313	0.8897851050007171	0.14024401633869882	0.746747814104562	0.19875776397515527	0.8667488895481013	0.22472274294014088	0.8068865959087256	37.41888928413391	0.12021899223327637
3	2023-05-12 18:25:51.399472	8afc231754e2a335e1c1fb5897bc541858b574e26fa429b1c2c9483cfb5421f0	2023-05-12 18:25:11.847862	gpcr	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9969045767723136	0.937370867768595	0.30014430014430016	0.9166279443215893	0.3930057877805078	0.9998934935014481	0.3789662427684769	0.8403092508664356	0.3165829145728643	0.8985478443031029	0.3574057969043612	0.882860674382935	0.2813873284193542	0.8059151302571844	0.2002200220022002	0.8784795722134857	0.2560990606292578	0.8583276908903219	0.15389187942312962	0.7725996138318414	0.22404371584699453	0.8484754111468069	0.2541917210616737	0.8397255865660289	38.10245323181152	0.10245633125305176
4	2023-05-12 18:25:51.399472	8afc231754e2a335e1c1fb5897bc541858b574e26fa429b1c2c9483cfb5421f0	2023-05-12 18:25:11.847862	gpcr	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9924513606376957	0.9390603328710125	0.3134765625	0.9182765691609246	0.4040019361227879	0.9996278749227665	0.3278647777913489	0.7875324177579048	0.2036775106082037	0.9040367116432202	0.251745716476793	0.8619993612264452	0.41195468801800317	0.7706800009043567	0.27366020524515394	0.8832717397362234	0.289124937393901	0.8158940696806868	0.052052778822137345	0.6135736196319018	0.10793650793650794	0.8585592545769536	0.0956799753223491	0.6874041411042945	38.00180459022522	0.10237336158752441
5	2023-05-12 18:25:51.399472	8afc231754e2a335e1c1fb5897bc541858b574e26fa429b1c2c9483cfb5421f0	2023-05-12 18:25:11.847862	gpcr	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9947177342479141	0.937646344636198	0.3119617224880383	0.9164110557924205	0.4021945304298784	0.9997017907981313	0.4481763131229273	0.8037156357388316	0.18407960199004975	0.8907416552871507	0.24371988966067348	0.8544995704467355	0.3994986793050368	0.7679296049371875	0.2555066079295154	0.8780000283928856	0.27489913976917046	0.8179615912896773	0.08054652830650404	0.6990272150133696	0.16111111111111112	0.8454752870506737	0.1730054869605248	0.7182860611230498	38.10314440727234	0.0927574634552002
6	2023-05-12 18:25:51.399472	8afc231754e2a335e1c1fb5897bc541858b574e26fa429b1c2c9483cfb5421f0	2023-05-12 18:25:11.847862	gpcr	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9901583753594613	0.9367681498829039	0.31031220435193946	0.9152884290315794	0.40053149622004675	0.9995906399345024	0.3343365864983134	0.7996974579894109	0.1923076923076923	0.901433646602333	0.2487464523927486	0.8667225711686234	0.39471020144792895	0.7613956498566026	0.24672489082969432	0.875970821135268	0.2652716547870061	0.8210546686632318	0.13112826539972433	0.7350248207391064	0.20125786163522008	0.8676135458960275	0.22018933400040283	0.7915057915057916	36.56458067893982	0.1147310733795166
7	2023-05-12 18:25:51.399472	8afc231754e2a335e1c1fb5897bc541858b574e26fa429b1c2c9483cfb5421f0	2023-05-12 18:25:11.847862	gpcr	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9830547707787631	0.8809830712382917	0.17362768496420047	0.8480397604498072	0.269142738356723	0.9991462827271822	0.3700733140525943	0.8110009425680733	0.19618055555555555	0.838619384003088	0.25486945930342897	0.8909938227405672	0.26646163800945266	0.67526271288803	0.1303030303030303	0.8061813269108642	0.13894809922706214	0.7602612785360551	0.1908784258514504	0.7583036432593955	0.2406015037593985	0.7752305336396017	0.2547579246212592	0.8067097825746259	36.704232931137085	0.11548256874084473
8	2023-05-12 18:25:51.399472	8afc231754e2a335e1c1fb5897bc541858b574e26fa429b1c2c9483cfb5421f0	2023-05-12 18:25:11.847862	gpcr	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9930520111709517	0.9389849755415793	0.3693002257336343	0.9155060660727226	0.4459052720298759	0.9995611067542147	0.3120485779892568	0.8233045464610795	0.23036649214659688	0.898994483468564	0.2875122046271579	0.8720277845762968	0.36043940665804275	0.8139883942361038	0.1577142857142857	0.8811190881685126	0.22743413263635492	0.8520280097764316	0.07846568217903928	0.6926940639269406	0.1090909090909091	0.8582147814018042	0.13672431779025723	0.7636225266362253	36.50399470329285	0.1681218147277832
9	2023-05-12 18:25:51.399472	8afc231754e2a335e1c1fb5897bc541858b574e26fa429b1c2c9483cfb5421f0	2023-05-12 18:25:11.847862	gpcr	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9951052123495561	0.9399336476340143	0.3693858845096242	0.916833596192999	0.44645031800765633	0.999540940761644	0.40983885073760185	0.7965140873925534	0.2148962148962149	0.8894053371116931	0.26284380997589213	0.8345725277572905	0.40562008268986394	0.8343363217514213	0.17730496453900707	0.8868159642020448	0.2517327767980684	0.8767886786069595	0.14032520695703282	0.7108380996848371	0.0974212034383954	0.8504717411623753	0.13592812797676557	0.7334247694642232	38.36568236351013	0.07451844215393066
10	2023-05-12 18:25:51.399472	8afc231754e2a335e1c1fb5897bc541858b574e26fa429b1c2c9483cfb5421f0	2023-05-12 18:25:11.847862	gpcr	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9916627716526153	0.9379472857392215	0.35945945945945945	0.9145134509609877	0.43808400044307233	0.9995515932438882	0.3293327573724725	0.8132027741154023	0.23647798742138365	0.8945330227724089	0.28677546282648925	0.8853308464910872	0.36651253068493106	0.8267622461170848	0.17410714285714285	0.8793153435304352	0.24580880543170444	0.8713550035018334	0.1788503786212296	0.7202241782423325	0.09491525423728812	0.8754355798641924	0.13891399549277028	0.7497593178379865	38.66048192977905	0.07202720642089844
11	2023-05-12 18:25:51.399472	8afc231754e2a335e1c1fb5897bc541858b574e26fa429b1c2c9483cfb5421f0	2023-05-12 18:25:11.847862	gpcr	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9913051120909766	0.9319025822609897	0.3068131868131868	0.9087826390297004	0.3956329644818794	0.9993786300710876	0.3612931367514161	0.7953091083359174	0.298932384341637	0.8881864031260632	0.3201876385324939	0.8823079838500016	0.2882725554367328	0.8025952297575969	0.13932584269662923	0.8786411675805101	0.20785082678035663	0.825356990000389	0.21509934710011214	0.7333951254450085	0.15151515151515152	0.8584022038567493	0.18540307604082848	0.8200374965768574	38.082024574279785	0.09299707412719727
12	2023-05-12 18:25:51.399472	8afc231754e2a335e1c1fb5897bc541858b574e26fa429b1c2c9483cfb5421f0	2023-05-12 18:25:11.847862	gpcr	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9945831183521677	0.935044278221993	0.34218545929473226	0.9113020424393119	0.4237839762800454	0.9995847720282487	0.2630339497226128	0.7969704684317719	0.1962264150943396	0.8936276489274876	0.24984370260627756	0.8751835931380229	0.3702051117551813	0.8342748980780431	0.2488335925349922	0.9134345195761983	0.30728364633187427	0.892290993805263	0.173569633059463	0.7743642923499039	0.25806451612903225	0.9226047471222258	0.28657091142983704	0.8568496554108066	38.05698037147522	0.1063988208770752
13	2023-05-12 18:25:51.399472	8afc231754e2a335e1c1fb5897bc541858b574e26fa429b1c2c9483cfb5421f0	2023-05-12 18:25:11.847862	gpcr	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9926236570231755	0.9370809695719443	0.34759358288770054	0.9138732826331245	0.4288183736205104	0.999270044035387	0.39723651399990256	0.8007167093279361	0.18993135011441645	0.8826457148646545	0.2462974982907211	0.8481647717126019	0.34225821333748624	0.8072030898478675	0.2384737678855326	0.9136663687201988	0.2871123236361166	0.8681124763358138	0.2781630739790911	0.8012069577564785	0.24528301886792456	0.9131152608872136	0.2890944023414004	0.8039802981895635	37.13324451446533	0.09818243980407715
14	2023-05-12 18:25:51.399472	8afc231754e2a335e1c1fb5897bc541858b574e26fa429b1c2c9483cfb5421f0	2023-05-12 18:25:11.847862	gpcr	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9901616214813704	0.9337483898668957	0.3294219904389396	0.9101473073146891	0.4135964943076689	0.9994845308267559	0.2570237799853258	0.8107553935026806	0.22195416164053078	0.8906888954163984	0.27487221799060035	0.8780236959025834	0.37180136813547304	0.8224545653082153	0.25142857142857145	0.9051352637389855	0.3028641537632279	0.8883811576588553	0.23999618434564976	0.8113064133016628	0.21686746987951805	0.9319045466161443	0.2751049962454362	0.8959619952494062	37.746612310409546	0.0827784538269043
15	2023-05-12 18:25:51.399472	8afc231754e2a335e1c1fb5897bc541858b574e26fa429b1c2c9483cfb5421f0	2023-05-12 18:25:11.847862	gpcr	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9946493361805444	0.929676213138438	0.28447903156074367	0.9069526092578344	0.37749636043234036	0.9996055632373573	0.28849832761383726	0.7603036467751658	0.25879682179341656	0.8797218060418596	0.2730946197116059	0.8489928671890699	0.3247238212927242	0.7968477353766785	0.20542082738944364	0.9025923018865429	0.25720705450693165	0.8572918811709496	0.24149949524826045	0.7698979591836734	0.2587064676616916	0.9146068880696098	0.28341978330132406	0.8752857142857142	37.21704459190369	0.10503005981445312
0	2023-05-12 18:26:36.708205	95261dc6c7bfeac5c77f5495935300d0dc4ed2c6eb9e58428d37b696fdb6ea96	2023-05-12 18:25:51.440565	ion_channels	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9756784939355715	0.8689328780740805	0.22571173241414527	0.8262194055615196	0.30637523291017627	0.9989604024972635	0.39042932781685546	0.7954160973560951	0.1512784090909091	0.8019097186304635	0.21461109668383316	0.8907901942124374	0.6516390505677951	0.8338903749761337	0.20418410041841004	0.8384296293713762	0.2721433913537705	0.9321171793185514	0.17743462320141978	0.7021772345301757	0.13587604290822408	0.8190708148831021	0.15734934481926532	0.7496157821417337	43.13599967956543	0.1263899803161621
1	2023-05-12 18:26:36.708205	95261dc6c7bfeac5c77f5495935300d0dc4ed2c6eb9e58428d37b696fdb6ea96	2023-05-12 18:25:51.440565	ion_channels	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9938443508401587	0.9299995681651336	0.34768611670020116	0.9039752401146209	0.4253989428089232	0.9997546188337579	0.20305414195205373	0.6709895974227185	0.16182048040455124	0.8855238734193278	0.16274121203780884	0.7404992253399899	0.6589597510152115	0.8781126759733526	0.31564625850340133	0.9106240790795449	0.37670699767620164	0.9231871896898469	0.12436581998520624	0.638015052940426	0.14901960784313728	0.8859731924586335	0.13670040795972516	0.6821193179402135	44.50637865066528	0.11358523368835449
2	2023-05-12 18:26:36.708205	95261dc6c7bfeac5c77f5495935300d0dc4ed2c6eb9e58428d37b696fdb6ea96	2023-05-12 18:25:51.440565	ion_channels	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.992771416841294	0.9040083936448118	0.2685593082068853	0.872528829929254	0.35401893124874395	0.9997241630226196	0.22756404158548638	0.662567920585162	0.15377313716184146	0.8438050298696049	0.14782405565995194	0.7242890107976315	0.6302734992213898	0.8456929711264971	0.2457583547557841	0.8744327250427806	0.30845980750860014	0.9166752536694732	0.10443877512550394	0.61899300155521	0.1142857142857143	0.8647442314887633	0.10290252114940603	0.6564978615863142	42.766380310058594	0.16529250144958496
3	2023-05-12 18:26:36.708205	95261dc6c7bfeac5c77f5495935300d0dc4ed2c6eb9e58428d37b696fdb6ea96	2023-05-12 18:25:51.440565	ion_channels	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9902292227555928	0.9026565708418891	0.25963884821864325	0.8712790394534695	0.346615149003508	0.9995718087570055	0.27185853103810287	0.680765299436509	0.1788856304985337	0.8502474081771838	0.1738076164335495	0.7248349344273863	0.6158004357369713	0.8490196078431372	0.24043126684636118	0.8802887007419898	0.3063174259460538	0.9144223061517314	0.14202141669930857	0.6466087609671903	0.15136876006441224	0.8602641458298832	0.13901918183330883	0.6543117638598119	42.89552354812622	0.1582200527191162
4	2023-05-12 18:26:36.708205	95261dc6c7bfeac5c77f5495935300d0dc4ed2c6eb9e58428d37b696fdb6ea96	2023-05-12 18:25:51.440565	ion_channels	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9783006621656262	0.865818904097759	0.21715581307469453	0.8224928432105229	0.29852252414730407	0.9989585763864434	0.36689279372836353	0.7864555376632671	0.15083600142298115	0.8018473439230855	0.20997894097060987	0.8909977723577747	0.7438369968421495	0.863077710205413	0.2646030953569646	0.8720411771865725	0.3308344920678268	0.9478149450608375	0.303345120372729	0.7521188236291212	0.17246596066565809	0.8633768302286023	0.20941371776528042	0.8278808938610616	42.962379455566406	0.14043021202087402
5	2023-05-12 18:26:36.708205	95261dc6c7bfeac5c77f5495935300d0dc4ed2c6eb9e58428d37b696fdb6ea96	2023-05-12 18:25:51.440565	ion_channels	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9935287088347889	0.924143732206022	0.3230028873917228	0.8971382078093711	0.4042114109002274	0.9997461400171869	0.18327845969160772	0.6640654134379682	0.1553973902728351	0.8775182027077965	0.15378153393586946	0.7120280619948444	0.7464896966443013	0.9033911182363864	0.3711484593837535	0.9180296851819565	0.4299293978299606	0.9606465737501978	0.20284598812695848	0.6629426101351973	0.1897018970189702	0.917580519162902	0.18278182725717773	0.7351053067230755	42.8331298828125	0.1579909324645996
6	2023-05-12 18:26:36.708205	95261dc6c7bfeac5c77f5495935300d0dc4ed2c6eb9e58428d37b696fdb6ea96	2023-05-12 18:25:51.440565	ion_channels	y_reconstruction.estimators.nrlmf_regressor	nrlmf	0.9923615028893512	0.9026933287659502	0.2651576394502829	0.8709341855903387	0.3508522599718236	0.9997047040565464	0.19290319211109833	0.6444153990764945	0.13529682466635987	0.8371597893161276	0.12617349719372997	0.7004580934803442	0.7434000950723698	0.8855636753712581	0.3176620076238882	0.9053033989044218	0.38151846952564406	0.945338136316062	0.20650696818171946	0.6401477883210176	0.1670235546038544	0.8926202207573058	0.15000457934279957	0.6989399584216702	44.704631328582764	0.15294289588928223
